Week,DMA_Name,DMA_ID,TRx,TV_Spend,Digital_Spend,Search_Spend,Print_Spend,HCP_Events_Spend,Medical_Journal_Spend,TV_Impressions,Digital_Impressions,Digital_Clicks,Search_Clicks,Print_Impressions,HCP_Email_Sends,Rep_Calls,Sample_Units,Copay_Redemptions,Lagged_TRx,DMA_Population,Competitor_TV_Spend,Seasonality
4/16/2023,Baton Rouge LA,DMA_095,51736,87724,28617,12290,17487,42905,23770,2596380,3879910,52051,5654,164627,200,921,587,8900,43975,236000,66344,1.003
4/23/2023,Baton Rouge LA,DMA_095,40464,82148,18340,8193,15539,40776,25603,2772333,2135252,18017,2621,175653,245,1349,795,9359,34394,236000,92914,0.871
4/30/2023,Baton Rouge LA,DMA_095,41221,73155,22687,10897,11730,31510,24377,1941315,2499261,33078,4354,99958,227,956,463,7131,35037,236000,90693,0.864
5/7/2023,Baton Rouge LA,DMA_095,48354,92448,30876,10175,14143,34727,22496,3211337,3754348,64062,4430,140148,348,1090,467,8135,41100,236000,73927,0.919
5/14/2023,Baton Rouge LA,DMA_095,41377,57865,30228,10265,11243,44944,27990,1697438,3513281,30125,3414,135761,249,897,694,10204,35170,236000,79196,0.902
5/21/2023,Baton Rouge LA,DMA_095,45031,84387,19650,16418,9358,38460,23825,2764385,2353764,44221,6165,81082,307,1328,615,9342,38276,236000,111874,0.864
5/28/2023,Baton Rouge LA,DMA_095,52304,105188,22315,14107,17923,26758,27638,2689726,2440305,25684,7518,191859,244,859,578,12954,44458,236000,135306,1.049
6/4/2023,Baton Rouge LA,DMA_095,46520,71026,31048,11982,10863,29850,29112,2163701,4142175,71363,3332,104786,291,912,472,10922,39542,236000,72992,0.935
6/11/2023,Baton Rouge LA,DMA_095,51580,87092,23453,16595,16461,40582,29155,2916318,2867285,33477,5678,152727,354,1213,791,11001,43843,236000,62476,1.003
6/18/2023,Baton Rouge LA,DMA_095,53679,102063,22535,10536,10619,30595,19634,2839642,3378720,29057,3233,86645,333,1088,543,8792,45627,236000,96907,1.113
6/25/2023,Baton Rouge LA,DMA_095,55973,90758,36536,10730,13967,32443,20217,2943823,4337948,60197,3719,147994,266,973,640,10301,47577,236000,98889,1.099
7/2/2023,Baton Rouge LA,DMA_095,51893,71807,20673,14916,9751,44463,28933,1833307,2905945,42145,5851,115916,289,952,571,11617,44109,236000,69255,1.049
7/9/2023,Baton Rouge LA,DMA_095,57916,83268,27858,17083,18657,31446,16998,2855035,3105734,33922,7658,159398,224,924,581,10037,49228,236000,76066,1.12
7/16/2023,Baton Rouge LA,DMA_095,49260,71413,24897,17723,18705,47555,17264,2084387,3439398,41375,4552,174637,325,1321,475,7457,41871,236000,72332,0.989
7/23/2023,Baton Rouge LA,DMA_095,45341,65502,24319,10956,16432,23326,22601,2247822,3478914,53997,5887,175485,208,876,704,11175,38539,236000,71450,0.889
7/30/2023,Baton Rouge LA,DMA_095,49909,66801,25663,11653,12116,29498,24440,2330065,3760740,71727,4888,147339,221,975,571,10451,42422,236000,72604,0.967
8/6/2023,Baton Rouge LA,DMA_095,50308,96688,29556,10268,10376,35965,27112,2879465,3895498,52842,4392,127078,339,918,744,9066,42761,236000,161432,0.997
8/13/2023,Baton Rouge LA,DMA_095,60864,86632,29225,20863,14961,46626,18376,2905719,3513956,42520,9070,177910,283,924,508,13587,51734,236000,88112,1.147
8/20/2023,Baton Rouge LA,DMA_095,53074,66027,26663,13615,8963,24060,26958,2250887,3463364,48579,6752,80340,247,1020,583,8956,45112,236000,64521,1.028
8/27/2023,Baton Rouge LA,DMA_095,80926,95983,47899,22384,18927,50171,19915,2796152,6997587,133315,9307,243793,264,939,654,16825,68787,236000,72834,1.425
9/3/2023,Baton Rouge LA,DMA_095,72181,85549,40640,18997,17586,22720,26480,2923585,5597188,80596,5590,165592,339,1042,801,12156,61353,236000,81179,1.346
9/10/2023,Baton Rouge LA,DMA_095,85156,126879,51460,27212,27197,38020,26409,4386291,7070847,61222,13479,319113,261,1269,550,13013,72382,236000,100267,1.461
9/17/2023,Baton Rouge LA,DMA_095,70184,135368,28008,12825,25079,31355,29326,4174361,2879780,47590,3679,302420,336,1030,448,12295,59656,236000,91932,1.35
9/24/2023,Baton Rouge LA,DMA_095,74618,104362,46682,24962,11196,24766,16164,2854522,5542490,80617,9571,122410,289,1319,755,18568,63425,236000,142781,1.342
10/1/2023,Baton Rouge LA,DMA_095,78265,115446,48584,23267,26255,47550,22835,3627215,5782625,87524,8123,282064,302,1347,794,15569,66525,236000,133031,1.386
10/8/2023,Baton Rouge LA,DMA_095,79604,89700,42925,14001,19583,47311,26648,2526394,5108221,80351,8559,192280,257,1352,617,15734,67663,236000,77141,1.444
10/15/2023,Baton Rouge LA,DMA_095,77120,102453,37031,20976,14090,25776,21373,3165057,4044986,69560,8147,120163,195,1207,537,16449,65552,236000,88820,1.397
10/22/2023,Baton Rouge LA,DMA_095,76299,117842,39391,15406,15097,48651,18752,3839081,5274654,67740,6608,176702,222,899,756,15033,64854,236000,69697,1.394
10/29/2023,Baton Rouge LA,DMA_095,77843,105430,31946,17450,21109,51162,21556,3024064,3716003,32562,9582,213195,209,1114,510,17048,66166,236000,163849,1.483
11/5/2023,Baton Rouge LA,DMA_095,81929,120046,51704,24807,15828,49626,22247,3838339,7659002,80815,8012,136197,336,1295,599,20306,69639,236000,215557,1.466
11/12/2023,Baton Rouge LA,DMA_095,61261,103519,22651,21744,13229,39376,23905,2740888,3348739,60679,5996,171474,203,1283,522,12855,52071,236000,91076,1.155
11/19/2023,Baton Rouge LA,DMA_095,60090,98148,37913,11450,11211,24254,19737,2875798,4484208,58716,3170,133588,215,1078,635,11968,51076,236000,98717,1.192
11/26/2023,Baton Rouge LA,DMA_095,57597,69564,24814,20797,18649,48726,24776,2401031,3249854,62185,5588,167659,321,1205,682,14113,48957,236000,81404,1.104
12/3/2023,Baton Rouge LA,DMA_095,58842,71763,25119,11061,11293,29391,18384,2175283,3489479,60839,4040,135465,228,1353,496,12594,50015,236000,113017,1.166
12/10/2023,Baton Rouge LA,DMA_095,62114,99387,36902,18507,14274,51485,26120,2689962,4306540,76218,5870,174488,327,1005,661,14451,52796,236000,92791,1.171
12/17/2023,Baton Rouge LA,DMA_095,62896,112990,25657,19071,15060,50189,27214,3438794,3674595,59244,9412,181576,314,977,751,15431,53461,236000,102953,1.143
12/24/2023,Baton Rouge LA,DMA_095,63089,110860,34529,14216,9840,48979,19905,2989260,4800594,71397,6594,91183,325,1199,657,15014,53625,236000,92997,1.165
12/31/2023,Baton Rouge LA,DMA_095,81993,122773,50883,22186,14716,25182,22490,3558839,6178078,99371,9634,157926,339,1040,703,18537,69694,236000,120339,1.333
1/7/2024,Baton Rouge LA,DMA_095,71096,101496,33738,23433,12486,38678,27712,3475596,5001506,65966,6026,145099,233,1347,776,12871,60431,236000,128718,1.213
1/14/2024,Baton Rouge LA,DMA_095,67082,119880,28686,13874,16457,25720,25186,3195709,3511946,50491,4890,133733,293,1057,581,14587,57019,236000,127937,1.201
1/21/2024,Baton Rouge LA,DMA_095,79038,120336,44796,16930,12703,37956,19140,3974572,6354685,83209,7399,131553,259,1164,468,13429,67182,236000,105846,1.301
1/28/2024,Baton Rouge LA,DMA_095,68650,116931,40845,20699,20222,35534,22022,3173812,4444758,35874,5552,219318,234,1053,534,11678,58352,236000,183585,1.253
2/4/2024,Baton Rouge LA,DMA_095,74094,88097,42924,23719,15351,50679,19153,2334573,4802579,93252,6979,186268,287,1120,753,14995,62979,236000,135148,1.28
2/11/2024,Baton Rouge LA,DMA_095,76469,113501,36282,21651,12821,47239,20275,3434334,3951481,65586,12516,141468,213,1158,472,15584,64998,236000,172089,1.256
2/18/2024,Baton Rouge LA,DMA_095,74901,116618,44304,13053,17289,29048,25951,3571642,5458196,102167,5521,165237,235,845,475,12253,63665,236000,105433,1.27
2/25/2024,Baton Rouge LA,DMA_095,68792,92602,25180,13691,11780,24178,28252,2430072,2693329,45813,8786,140174,200,1206,678,14085,58473,236000,61102,1.198
3/3/2024,Baton Rouge LA,DMA_095,62601,120305,32574,16006,19339,42425,17789,3074287,4485818,74939,4324,213323,356,856,796,11138,53210,236000,79037,1.109
3/10/2024,Baton Rouge LA,DMA_095,68745,81419,39605,24171,15589,32388,28394,2500851,4053153,48323,10622,139839,247,1247,807,12994,58433,236000,108135,1.182
3/17/2024,Baton Rouge LA,DMA_095,63282,83091,41419,12286,15767,40679,26087,2738198,5605256,59280,3761,141373,288,1249,499,13600,53789,236000,95531,1.145
3/24/2024,Baton Rouge LA,DMA_095,59772,81011,35642,16178,11825,23182,25820,2458032,3968062,45086,6272,121478,324,1093,800,11567,50806,236000,64187,1.071
3/31/2024,Baton Rouge LA,DMA_095,48652,75297,29718,13532,12333,43819,17976,2233032,3681720,35881,3810,110834,212,1308,609,9081,41354,236000,130556,0.928
4/7/2024,Baton Rouge LA,DMA_095,55209,96657,28794,19074,9302,47978,22039,2687518,4138836,63047,5161,102868,338,1140,469,9354,46927,236000,90563,0.978
4/14/2024,Baton Rouge LA,DMA_095,61807,76736,39529,20944,17067,47911,20905,2374750,5835686,108324,8191,183064,247,1046,771,13787,52535,236000,83405,1.04
4/21/2024,Baton Rouge LA,DMA_095,57443,96639,21645,15005,10340,33232,24881,2944700,3240200,59467,5555,97548,206,1000,812,10232,48826,236000,117459,1.018
4/28/2024,Baton Rouge LA,DMA_095,65438,85309,32401,18589,22632,49146,28823,2757136,3858976,72685,5161,271195,234,1194,803,14903,55622,236000,112954,1.149
5/5/2024,Baton Rouge LA,DMA_095,63232,93923,26400,21938,19116,25637,18306,2404631,2681058,38695,12100,171214,308,1077,499,10603,53747,236000,62465,1.093
5/12/2024,Baton Rouge LA,DMA_095,51636,84519,35868,18374,13196,37649,27552,2403384,3770195,56103,5160,113153,352,1047,705,12216,43890,236000,103891,0.936
5/19/2024,Baton Rouge LA,DMA_095,65572,98728,37092,18041,17564,25702,23277,3011171,3973829,79402,7376,161023,352,966,594,11700,55736,236000,106036,1.117
5/26/2024,Baton Rouge LA,DMA_095,65806,106552,23420,13872,14749,23738,24784,3638752,2985008,55180,6863,147679,323,1166,574,11820,55935,236000,120097,1.125
6/2/2024,Baton Rouge LA,DMA_095,63968,97331,24570,15076,22880,52147,23036,3042908,3593685,32467,6778,297310,277,1067,752,13205,54372,236000,64809,1.142
6/9/2024,Baton Rouge LA,DMA_095,58560,80138,25848,17548,18920,35948,21171,2607396,2701666,21707,5215,187733,312,963,461,9843,49776,236000,98280,1.121
6/16/2024,Baton Rouge LA,DMA_095,49159,75213,21909,17227,9663,27481,29296,2009490,2863581,28102,11400,81318,259,1316,658,9555,41785,236000,71845,0.878
6/23/2024,Baton Rouge LA,DMA_095,64391,86050,40617,15350,16900,50894,20807,2727990,5898072,53352,8121,145726,242,1220,783,10345,54732,236000,104625,1.114
6/30/2024,Baton Rouge LA,DMA_095,56286,71649,28484,21213,11456,45091,28918,2222173,3973839,50525,5758,143782,351,929,756,8576,47843,236000,112807,1.033
7/7/2024,Baton Rouge LA,DMA_095,49265,69375,26982,9906,10377,25159,27948,2333860,3320290,45924,4229,117693,271,990,601,10258,41875,236000,85960,0.92
7/14/2024,Baton Rouge LA,DMA_095,60606,105783,28256,11889,19523,37314,20180,3489597,3534967,69597,5800,162787,350,920,655,11517,51515,236000,145521,1.052
7/21/2024,Baton Rouge LA,DMA_095,60039,109080,26439,19878,19604,41983,24235,2949572,2856883,23020,9603,176155,282,1275,500,10586,51033,236000,91090,1.067
7/28/2024,Baton Rouge LA,DMA_095,44973,92597,22690,13790,12386,24885,24649,2408407,2346578,26163,3925,102023,299,835,795,8942,38227,236000,105536,0.883
8/4/2024,Baton Rouge LA,DMA_095,54925,78810,22919,15348,21277,22648,20751,2044807,3133209,41931,4153,227251,317,1245,583,10666,46686,236000,116798,1.04
8/11/2024,Baton Rouge LA,DMA_095,58888,102443,29951,12547,19116,33326,16311,2815583,4103200,64292,6723,184991,234,1001,480,8928,50054,236000,91629,1.024
8/18/2024,Baton Rouge LA,DMA_095,44244,60388,24031,13099,10979,41348,23747,1771567,3115883,32343,3740,131113,255,1023,604,10331,37607,236000,76148,0.873
8/25/2024,Baton Rouge LA,DMA_095,82355,138377,39042,26817,13777,31975,16582,3700027,5735111,48614,17445,172486,259,1090,538,20434,70001,236000,202077,1.343
9/1/2024,Baton Rouge LA,DMA_095,77308,97002,30578,15406,12583,39410,18475,3135696,3499725,57114,8619,156489,276,854,632,14284,65711,236000,105939,1.33
9/8/2024,Baton Rouge LA,DMA_095,88456,122432,49404,27570,19896,45147,28850,3977983,6329338,84728,15598,236350,247,1359,515,14877,75187,236000,93367,1.374
9/15/2024,Baton Rouge LA,DMA_095,89279,131684,30706,14916,14942,25567,27246,4245200,4562150,56774,8437,190519,269,1097,681,17817,75887,236000,103184,1.483
9/22/2024,Baton Rouge LA,DMA_095,88078,137864,40935,19998,25173,30891,26130,4168380,4907373,54756,9670,234475,343,1030,657,14787,74866,236000,152477,1.468
9/29/2024,Baton Rouge LA,DMA_095,77783,104409,44235,17399,14663,46510,16392,2972048,4498162,70364,9681,128998,242,877,797,15647,66115,236000,71459,1.308
10/6/2024,Baton Rouge LA,DMA_095,87523,132769,39624,26816,28132,48223,25993,3359811,4777349,69176,17075,252667,203,960,457,17810,74394,236000,204912,1.42
10/13/2024,Baton Rouge LA,DMA_095,75660,107629,31265,14492,26273,25727,26865,2694687,3699570,31047,4398,249734,270,1070,661,13243,64311,236000,167978,1.436
10/20/2024,Baton Rouge LA,DMA_095,81777,111107,42317,25862,18153,44461,21270,2845974,5937329,98755,7123,170516,204,1285,625,16436,69510,236000,103792,1.369
10/27/2024,Baton Rouge LA,DMA_095,84901,95828,34431,26114,22768,27176,21003,2901442,4948519,70125,11487,250122,235,1376,598,20728,72165,236000,86763,1.393
11/3/2024,Baton Rouge LA,DMA_095,80718,108779,38762,22270,24804,42701,16611,3212933,4201354,73650,11571,233182,250,1372,485,18860,68610,236000,160306,1.321
11/10/2024,Baton Rouge LA,DMA_095,68410,102944,29530,14708,19150,48137,18407,3275597,3376671,32858,8975,180251,244,1108,566,11897,58148,236000,129994,1.199
11/17/2024,Baton Rouge LA,DMA_095,67943,127941,29197,14958,18465,26416,16357,3720114,3429376,48462,6030,176214,256,1133,809,15114,57751,236000,181725,1.189
11/24/2024,Baton Rouge LA,DMA_095,63664,77449,24912,20333,13784,32092,25687,2391030,2514535,42604,9326,157892,220,1054,697,9852,54114,236000,72780,1.119
12/1/2024,Baton Rouge LA,DMA_095,61382,114242,42073,11106,15172,24442,18890,3081775,4497920,61955,3573,189233,241,1080,501,11030,52174,236000,102900,1.108
12/8/2024,Baton Rouge LA,DMA_095,64992,118860,31695,22654,22723,29785,20052,3287630,4689647,40084,7326,292870,295,875,731,15308,55243,236000,136573,1.154
12/15/2024,Baton Rouge LA,DMA_095,66109,117029,28390,11617,13930,45321,18207,3651072,3260987,40763,6369,162372,306,1014,508,12803,56192,236000,152019,1.168
12/22/2024,Baton Rouge LA,DMA_095,65828,98109,32498,17607,19232,26913,22485,2659516,4511343,85988,6038,196714,344,1323,624,15011,55953,236000,136855,1.134
1/1/2023,Amarillo TX,DMA_096,66729,90855,29739,19165,18528,39932,29113,2870014,3012167,41046,6581,168665,339,1350,656,16280,60056,230000,111290,1.282
1/8/2023,Amarillo TX,DMA_096,71472,85878,36553,25200,16371,41574,27276,2840655,3968226,46957,9528,157899,235,1030,767,13266,60751,230000,82320,1.336
1/15/2023,Amarillo TX,DMA_096,67796,84067,41129,23060,12926,47562,25400,2559011,6132126,69932,6053,146368,303,1031,537,13412,57626,230000,93850,1.293
1/22/2023,Amarillo TX,DMA_096,74364,124259,44991,20769,11500,48248,25588,3487836,6050991,62582,9012,101002,262,1376,489,17349,63209,230000,148490,1.345
1/29/2023,Amarillo TX,DMA_096,68531,86019,40618,19189,23278,43263,18885,2875757,6080246,73495,11579,236612,202,1219,714,11398,58251,230000,84928,1.223
2/5/2023,Amarillo TX,DMA_096,69232,111020,36202,13536,12997,32216,18493,3248652,4325616,57801,7186,165901,307,1057,638,15835,58847,230000,125040,1.296
2/12/2023,Amarillo TX,DMA_096,68035,128412,26821,16663,10687,35313,29268,4118557,3307732,49345,6003,109819,335,1044,556,12025,57829,230000,151454,1.28
2/19/2023,Amarillo TX,DMA_096,66827,95081,36397,14571,21046,29089,24733,2481211,4755921,43661,3967,269947,324,1254,609,15076,56802,230000,76184,1.34
2/26/2023,Amarillo TX,DMA_096,57343,76313,23966,11935,17385,43402,16859,2096867,2529452,44830,4235,165387,318,1279,479,13247,48741,230000,106911,1.166
3/5/2023,Amarillo TX,DMA_096,60192,107138,41890,18434,18321,37030,17262,2790724,4278992,40046,4692,188342,303,1366,721,14209,51163,230000,150114,1.195
3/12/2023,Amarillo TX,DMA_096,59377,110034,35716,12306,13739,22869,25648,3407364,4666501,69644,4903,124707,283,1228,732,10326,50470,230000,118328,1.116
3/19/2023,Amarillo TX,DMA_096,57993,86299,36213,14973,10241,42417,16576,2949532,4568660,42527,6427,94518,302,1297,720,10138,49294,230000,69278,1.105
3/26/2023,Amarillo TX,DMA_096,52974,105372,31070,12524,9136,43254,28779,2961820,3222880,33370,4803,73857,264,1089,516,13039,45027,230000,56882,1.051
4/2/2023,Amarillo TX,DMA_096,43048,85923,25419,10356,10639,24575,21033,2428504,3579505,67162,2941,95300,276,1177,520,10527,36590,230000,71769,0.861
4/9/2023,Amarillo TX,DMA_096,48653,93130,23964,17376,12013,39852,21301,2690662,2502180,26428,5725,140322,202,860,649,8883,41355,230000,86599,0.991
4/16/2023,Amarillo TX,DMA_096,60274,94032,30331,11564,11568,37363,26164,2986788,3453774,49554,7385,122045,354,1142,586,12051,51232,230000,64999,1.131
4/23/2023,Amarillo TX,DMA_096,55659,92420,37045,18994,16574,22486,20123,2557910,4422810,48068,5973,194033,275,1170,484,11686,47310,230000,77276,1.078
4/30/2023,Amarillo TX,DMA_096,56035,69605,39301,13615,11250,37502,19989,2173326,4250119,74806,3619,116926,257,1164,781,10764,47629,230000,109387,1.117
5/7/2023,Amarillo TX,DMA_096,49217,79984,19772,15700,11102,23525,21699,2367041,2735964,45938,4209,109587,208,1025,727,8290,41834,230000,70183,0.992
5/14/2023,Amarillo TX,DMA_096,59648,94146,37443,20355,9867,32026,27533,2426403,4397273,64115,8408,91495,289,877,549,9259,50700,230000,113253,1.133
5/21/2023,Amarillo TX,DMA_096,51561,66652,27813,16076,16591,39626,24995,1757001,3275383,40585,4583,189645,326,1329,679,9940,43826,230000,94981,1.062
5/28/2023,Amarillo TX,DMA_096,41910,74436,19447,8905,13875,41105,19598,2153475,2078534,19149,2396,161292,355,976,653,6471,35623,230000,109219,0.951
6/4/2023,Amarillo TX,DMA_096,46228,77986,29875,17007,16527,45727,25160,2309892,3658989,45092,6423,193934,239,1008,755,11096,39293,230000,125491,0.915
6/11/2023,Amarillo TX,DMA_096,43415,77787,22829,10424,14386,48308,23302,2068031,3309369,60485,2611,119941,351,1200,699,10805,36902,230000,83757,0.896
6/18/2023,Amarillo TX,DMA_096,60944,104625,32969,15762,10414,32451,21706,2936927,3541349,67157,7572,114022,243,1173,733,13824,51802,230000,87528,1.126
6/25/2023,Amarillo TX,DMA_096,57248,78345,33060,14887,19039,34904,19575,2452235,3822821,72472,4414,213612,332,906,621,13849,48660,230000,53569,1.116
7/2/2023,Amarillo TX,DMA_096,56076,71143,36362,14941,13844,24642,26400,2310442,4548671,79264,8567,165165,274,1262,518,9128,47664,230000,76700,1.033
7/9/2023,Amarillo TX,DMA_096,55354,94524,35452,16636,15936,36136,22520,2489403,4278988,45392,5203,139450,234,1201,470,11615,47050,230000,68634,1.086
7/16/2023,Amarillo TX,DMA_096,50476,77536,18988,13780,8081,28421,23987,2418305,2304303,42173,7452,86700,218,1059,688,8106,42904,230000,69497,0.977
7/23/2023,Amarillo TX,DMA_096,57880,111034,26397,20837,17161,41819,27113,2792414,3283235,43818,6314,194276,294,855,770,11781,49198,230000,102957,1.134
7/30/2023,Amarillo TX,DMA_096,50062,88278,20039,10418,18679,49771,28443,2414533,2017353,34276,6704,223158,325,893,645,12314,42552,230000,66306,0.996
8/6/2023,Amarillo TX,DMA_096,52914,101637,32791,11329,15864,34662,17461,2570591,3658734,37946,4562,175714,322,876,639,10796,44976,230000,74710,1.073
8/13/2023,Amarillo TX,DMA_096,46570,77194,31810,15877,11007,41871,16217,2410814,3352664,28868,4030,96252,263,1127,790,10599,39584,230000,56341,0.961
8/20/2023,Amarillo TX,DMA_096,42557,61733,25537,12110,7138,31656,27527,2128012,3708710,73400,3860,79595,352,878,657,6858,36173,230000,71737,0.852
8/27/2023,Amarillo TX,DMA_096,71455,107298,27267,13065,23170,31768,26318,3448983,3876019,36044,6276,276072,292,1062,636,11338,60736,230000,163032,1.388
9/3/2023,Amarillo TX,DMA_096,70380,97700,33743,23935,23786,48061,27934,2479898,4783658,72487,8612,255460,240,1277,526,12100,59823,230000,161600,1.309
9/10/2023,Amarillo TX,DMA_096,70698,86621,40977,12839,19626,37182,16661,2759254,5086268,59867,5539,205888,240,1094,525,14337,60093,230000,101399,1.358
9/17/2023,Amarillo TX,DMA_096,81259,141234,47489,18936,20475,50166,28559,4477724,6945009,81158,6156,242636,229,941,548,16039,69070,230000,134475,1.475
9/24/2023,Amarillo TX,DMA_096,82229,109562,44619,23337,23304,32344,18777,3025072,5870301,101121,11035,257620,295,1076,554,18558,69894,230000,91449,1.448
10/1/2023,Amarillo TX,DMA_096,76346,94332,31078,25198,23360,33043,23863,3056694,4109032,52970,9424,226115,193,1240,580,12425,64894,230000,121510,1.407
10/8/2023,Amarillo TX,DMA_096,76373,125598,43415,17437,14207,27482,28850,3832698,5680717,73598,8315,150356,356,1276,703,16847,64917,230000,105757,1.362
10/15/2023,Amarillo TX,DMA_096,82866,123360,46711,22075,27050,45989,17805,3147694,6168346,106552,13118,286933,214,1070,645,15555,70436,230000,90750,1.434
10/22/2023,Amarillo TX,DMA_096,75060,121819,41052,25544,26449,51971,18904,3339500,4274492,64103,6774,272607,339,1295,782,17979,63801,230000,81067,1.379
10/29/2023,Amarillo TX,DMA_096,83818,138397,48218,28096,25806,25304,27143,3723993,6331429,83747,10049,259977,217,1157,474,20844,71245,230000,184150,1.488
11/5/2023,Amarillo TX,DMA_096,80430,124440,47760,22135,17078,38642,24894,3870943,6192814,108991,5789,191770,194,890,483,18030,68365,230000,87962,1.453
11/12/2023,Amarillo TX,DMA_096,59414,105228,35405,18958,17659,46238,28513,3631982,4134896,35578,6038,210633,339,911,802,13685,50501,230000,62275,1.143
11/19/2023,Amarillo TX,DMA_096,63213,79129,38917,19884,13571,42002,28675,2204559,4774914,92076,5829,117081,356,1330,615,14633,53731,230000,90368,1.191
11/26/2023,Amarillo TX,DMA_096,59229,77291,25375,20366,14233,43819,16710,2051133,3713173,68384,5219,184482,356,1270,458,11228,50344,230000,67718,1.15
12/3/2023,Amarillo TX,DMA_096,61654,90916,41101,18168,19567,28044,18327,2976557,5231179,63625,4829,164949,293,1055,667,14460,52405,230000,123061,1.189
12/10/2023,Amarillo TX,DMA_096,58002,106221,33871,11698,10788,26901,18490,3181317,4795174,59272,4521,133216,200,1012,594,9989,49301,230000,172443,1.131
12/17/2023,Amarillo TX,DMA_096,56210,80718,26383,20513,12544,31595,26743,2383619,3814842,36241,6243,140911,289,1375,652,12645,47778,230000,104581,1.108
12/24/2023,Amarillo TX,DMA_096,58988,90712,38752,15722,10545,27548,23960,2383611,4079260,43559,7135,108207,276,1163,729,9305,50139,230000,149159,1.154
12/31/2023,Amarillo TX,DMA_096,74519,114055,36066,21196,13721,26878,23711,3542155,4631670,53793,6590,168314,251,1187,671,15257,63341,230000,87660,1.282
1/7/2024,Amarillo TX,DMA_096,78953,130190,47848,16611,22152,32955,20393,4348276,6307869,115304,4604,235761,243,896,605,13095,67110,230000,127232,1.33
1/14/2024,Amarillo TX,DMA_096,75581,103939,43985,15392,16047,29025,20789,2967256,5992273,99967,7554,139571,193,873,477,11906,64243,230000,136537,1.286
1/21/2024,Amarillo TX,DMA_096,74699,91030,43056,19251,13814,45153,21223,2441814,6330536,91337,4976,120171,306,1052,587,12597,63494,230000,101088,1.321
1/28/2024,Amarillo TX,DMA_096,78377,128663,41381,18195,23257,43208,18891,3834149,5157599,57882,10953,243135,279,1110,806,16075,66620,230000,163765,1.304
2/4/2024,Amarillo TX,DMA_096,74655,125180,39209,17511,15974,24108,27887,3418807,5427334,64604,5010,175580,205,1224,813,11702,63456,230000,79815,1.296
2/11/2024,Amarillo TX,DMA_096,75166,138037,46974,17224,21370,44939,18439,3467008,4744999,67600,5450,276057,220,1120,769,12060,63891,230000,152179,1.31
2/18/2024,Amarillo TX,DMA_096,71802,125414,30944,17584,12833,34253,22711,3645273,4270498,79127,5040,123035,266,1353,440,14824,61031,230000,99874,1.223
2/25/2024,Amarillo TX,DMA_096,62328,85300,24179,16945,10784,46485,25505,2870726,2621248,30768,4658,96123,203,1316,806,15094,52978,230000,102568,1.156
3/3/2024,Amarillo TX,DMA_096,66030,117306,33796,17220,20485,35758,27069,3613394,3386387,56979,5492,183546,332,1158,793,12688,56125,230000,102567,1.149
3/10/2024,Amarillo TX,DMA_096,66323,76133,30879,23116,12172,42788,28941,1964417,4595977,62276,12368,98110,215,1331,632,14498,56374,230000,58232,1.127
3/17/2024,Amarillo TX,DMA_096,66112,123969,29247,21120,13313,46466,29148,3497560,3348128,41923,5712,130226,246,871,741,13017,56195,230000,94506,1.184
3/24/2024,Amarillo TX,DMA_096,58168,84454,28580,14082,15100,33092,21624,2369309,3320675,60065,7956,176968,338,1230,814,10583,49442,230000,116007,1.019
3/31/2024,Amarillo TX,DMA_096,53456,105344,30258,12533,16252,50347,18693,2899332,3294264,39534,3162,190876,255,1068,484,8264,45437,230000,75994,1.008
4/7/2024,Amarillo TX,DMA_096,50122,78081,24938,17084,14306,34103,26753,2267675,3215206,31848,8522,148283,306,1169,467,8502,42603,230000,75794,0.908
4/14/2024,Amarillo TX,DMA_096,42864,58126,21207,13423,14863,47078,29053,1820369,2798872,22506,3550,158034,266,1324,634,10542,36434,230000,54699,0.857
4/21/2024,Amarillo TX,DMA_096,53845,70722,26927,19472,9153,33731,22106,1871708,2955133,47354,5066,94140,280,997,708,8209,45768,230000,81024,1.014
4/28/2024,Amarillo TX,DMA_096,62556,88450,39490,20351,12765,46843,16881,2893648,5562549,91026,5655,120302,355,1295,704,14467,53172,230000,98252,1.071
5/5/2024,Amarillo TX,DMA_096,53948,96272,29878,15414,15637,32775,24600,3338976,3877453,55897,4942,177475,326,894,807,11682,45855,230000,138131,0.968
5/12/2024,Amarillo TX,DMA_096,50426,83306,32584,12010,16872,41076,19169,2179893,3668701,33684,3934,160411,224,831,551,9838,42862,230000,136345,0.992
5/19/2024,Amarillo TX,DMA_096,63145,94404,40509,17226,18124,43205,23144,2899372,5148498,82536,5962,169589,204,1134,782,11223,53673,230000,78799,1.086
5/26/2024,Amarillo TX,DMA_096,47921,62107,20750,12937,9958,35316,22355,1971321,2214197,38134,8486,114680,247,1074,666,8543,40732,230000,87991,0.875
6/2/2024,Amarillo TX,DMA_096,58163,92973,38485,11433,13674,36807,16874,3120633,4247126,52359,3845,117562,207,867,720,9653,49438,230000,124729,1.073
6/9/2024,Amarillo TX,DMA_096,59639,89251,27295,21587,14459,39915,28677,2705994,2742121,36119,10400,172384,298,973,516,12353,50693,230000,145514,1.058
6/16/2024,Amarillo TX,DMA_096,56279,76460,33357,16963,12103,43001,24906,2119085,3521680,48082,7569,135278,329,1208,797,12958,47837,230000,73267,1.007
